pot.label,census,calendar.date,rep,within.rep,density,treatment,species,researcher.inititals,number.of.plants,height.cm,number.of.leaves,final.mass.above,final.mass.below
216,2,,12,2,5,shade,Salvia colombriae,,2,35,5,,
216,2,,12,3,5,shade,Salvia colombriae,,,,,,
217,2,,1,1,10,shade,Salvia colombriae,,2,54,7,,
217,2,,1,2,10,shade,Salvia colombriae,,2,59,8,,
217,2,,1,3,10,shade,Salvia colombriae,,2,0,0,,
218,2,,2,1,10,shade,Salvia colombriae,,2,49,8,,
218,2,,2,2,10,shade,Salvia colombriae,,2,36,7,,
218,2,,2,3,10,shade,Salvia colombriae,,,,,,
219,2,,3,1,10,shade,Salvia colombriae,,0,,,,
219,2,,3,2,10,shade,Salvia colombriae,,,,,,
219,2,,3,3,10,shade,Salvia colombriae,,,,,,
220,2,,4,1,10,shade,Salvia colombriae,,2,13,6,,
220,2,,4,2,10,shade,Salvia colombriae,,2,28,8,,
220,2,,4,3,10,shade,Salvia colombriae,,,,,,
221,2,,5,1,10,shade,Salvia colombriae,,0,,,,
221,2,,5,2,10,shade,Salvia colombriae,,,,,,
221,2,,5,3,10,shade,Salvia colombriae,,,,,,
222,2,,6,1,10,shade,Salvia colombriae,,5,40,8,,
222,2,,6,2,10,shade,Salvia colombriae,,5,73,8,,
222,2,,6,3,10,shade,Salvia colombriae,,5,46,8,,
223,2,,7,1,10,shade,Salvia colombriae,,3,35,9,,
223,2,,7,2,10,shade,Salvia colombriae,,3,47,7,,
223,2,,7,3,10,shade,Salvia colombriae,,3,36,6,,
224,2,,8,1,10,shade,Salvia colombriae,,1,40,8,,
224,2,,8,2,10,shade,Salvia colombriae,,,,,,
224,2,,8,3,10,shade,Salvia colombriae,,,,,,
225,2,,9,1,10,shade,Salvia colombriae,,0,,,,
225,2,,9,2,10,shade,Salvia colombriae,,,,,,
225,2,,9,3,10,shade,Salvia colombriae,,,,,,
226,2,,10,1,10,shade,Salvia colombriae,,5,32,4,,
226,2,,10,2,10,shade,Salvia colombriae,,5,32,6,,
226,2,,10,3,10,shade,Salvia colombriae,,5,19,4,,
227,2,,11,1,10,shade,Salvia colombriae,,2,0,0,,
227,2,,11,2,10,shade,Salvia colombriae,,2,194,6,,
227,2,,11,3,10,shade,Salvia colombriae,,2,165,7,,
228,2,,12,1,10,shade,Salvia colombriae,,0,,,,
228,2,,12,2,10,shade,Salvia colombriae,,,,,,
228,2,,12,3,10,shade,Salvia colombriae,,,,,,
229,2,,1,1,20,shade,Salvia colombriae,,0,,,,
229,2,,1,2,20,shade,Salvia colombriae,,,,,,
229,2,,1,3,20,shade,Salvia colombriae,,,,,,
230,2,,2,1,20,shade,Salvia colombriae,,7,39,6,,
230,2,,2,2,20,shade,Salvia colombriae,,7,41,6,,
230,2,,2,3,20,shade,Salvia colombriae,,7,50,8,,
231,2,,3,1,20,shade,Salvia colombriae,,6,21,6,,
231,2,,3,2,20,shade,Salvia colombriae,,6,56,6,,
231,2,,3,3,20,shade,Salvia colombriae,,6,69,6,,
232,2,,4,1,20,shade,Salvia colombriae,,0,,,,
232,2,,4,2,20,shade,Salvia colombriae,,,,,,
232,2,,4,3,20,shade,Salvia colombriae,,,,,,
233,2,,5,1,20,shade,Salvia colombriae,,0,,,,
233,2,,5,2,20,shade,Salvia colombriae,,,,,,
233,2,,5,3,20,shade,Salvia colombriae,,,,,,
234,2,,6,1,20,shade,Salvia colombriae,,0,,,,
234,2,,6,2,20,shade,Salvia colombriae,,,,,,
234,2,,6,3,20,shade,Salvia colombriae,,,,,,
235,2,,7,1,20,shade,Salvia colombriae,,1,0,0,,
235,2,,7,2,20,shade,Salvia colombriae,,1,0,0,,
235,2,,7,3,20,shade,Salvia colombriae,,1,44,6,,
236,2,,8,1,20,shade,Salvia colombriae,,6,39,4,,
236,2,,8,2,20,shade,Salvia colombriae,,6,54,7,,
236,2,,8,3,20,shade,Salvia colombriae,,6,0,0,dead,
237,2,,9,1,20,shade,Salvia colombriae,,0,,,,
237,2,,9,2,20,shade,Salvia colombriae,,,,,,
237,2,,9,3,20,shade,Salvia colombriae,,,,,,
238,2,,10,1,20,shade,Salvia colombriae,,3,26,10,,
238,2,,10,2,20,shade,Salvia colombriae,,3,36,7,,
238,2,,10,3,20,shade,Salvia colombriae,,3,30,7,,
239,2,,11,1,20,shade,Salvia colombriae,,2,0,0,,
239,2,,11,2,20,shade,Salvia colombriae,,2,44,9,,
239,2,,11,3,20,shade,Salvia colombriae,,2,0,0,,
240,2,,12,1,20,shade,Salvia colombriae,,,,,,
240,2,,12,2,20,shade,Salvia colombriae,,,,,,
240,2,,12,3,20,shade,Salvia colombriae,,,,,,
241,2,,1,1,1,shade,Phacelia tanacetifolia,,0,,,,
242,2,,2,1,1,shade,Phacelia tanacetifolia,,0,,,,
243,2,,3,1,1,shade,Phacelia tanacetifolia,,0,,,,
244,2,,4,1,1,shade,Phacelia tanacetifolia,,0,,,,
245,2,,5,1,1,shade,Phacelia tanacetifolia,,1,147,10,,
246,2,,6,1,1,shade,Phacelia tanacetifolia,,2,123,7,,
246,2,,6,1,1,shade,Phacelia tanacetifolia,,2,170,6,,
247,2,,7,1,1,shade,Phacelia tanacetifolia,,0,,,,
248,2,,8,1,1,shade,Phacelia tanacetifolia,,0,,,,
249,2,,9,1,1,shade,Phacelia tanacetifolia,,0,,,,
250,2,,10,1,1,shade,Phacelia tanacetifolia,,0,,,,
251,2,,11,1,1,shade,Phacelia tanacetifolia,,0,,,,
252,2,,12,1,1,shade,Phacelia tanacetifolia,,0,,,,
253,2,,1,1,2,shade,Phacelia tanacetifolia,,2,20,9,,
253,2,,1,2,2,shade,Phacelia tanacetifolia,,2,61,2,,
254,2,,2,1,2,shade,Phacelia tanacetifolia,,1,150,7,,
254,2,,2,2,2,shade,Phacelia tanacetifolia,,,,,,
255,2,,3,1,2,shade,Phacelia tanacetifolia,,0,,,,
255,2,,3,2,2,shade,Phacelia tanacetifolia,,,,,,
256,2,,4,1,2,shade,Phacelia tanacetifolia,,0,,,,
256,2,,4,2,2,shade,Phacelia tanacetifolia,,,,,,
257,2,,5,1,2,shade,Phacelia tanacetifolia,,1,100,4,,
257,2,,5,2,2,shade,Phacelia tanacetifolia,,,,,,
258,2,,6,1,2,shade,Phacelia tanacetifolia,,0,,,,
258,2,,6,2,2,shade,Phacelia tanacetifolia,,,,,,
259,2,,7,1,2,shade,Phacelia tanacetifolia,,0,,,,
259,2,,7,2,2,shade,Phacelia tanacetifolia,,,,,,
260,2,,8,1,2,shade,Phacelia tanacetifolia,,,,,,
260,2,,8,2,2,shade,Phacelia tanacetifolia,,,,,,
261,2,,9,1,2,shade,Phacelia tanacetifolia,,0,,,,
261,2,,9,2,2,shade,Phacelia tanacetifolia,,,,,,
262,2,,10,1,2,shade,Phacelia tanacetifolia,,0,,,,
262,2,,10,2,2,shade,Phacelia tanacetifolia,,,,,,
263,2,,11,1,2,shade,Phacelia tanacetifolia,,0,,,,
263,2,,11,2,2,shade,Phacelia tanacetifolia,,,,,,
264,2,,12,1,2,shade,Phacelia tanacetifolia,,0,,,,
264,2,,12,2,2,shade,Phacelia tanacetifolia,,,,,,
265,2,,1,1,5,shade,Phacelia tanacetifolia,,1,126,10,,
265,2,,1,2,5,shade,Phacelia tanacetifolia,,,,,,
265,2,,1,3,5,shade,Phacelia tanacetifolia,,,,,,
266,2,,2,1,5,shade,Phacelia tanacetifolia,,1,70,2,,
266,2,,2,2,5,shade,Phacelia tanacetifolia,,,,,,
266,2,,2,3,5,shade,Phacelia tanacetifolia,,,,,,
267,2,,3,1,5,shade,Phacelia tanacetifolia,,,,,,
267,2,,3,2,5,shade,Phacelia tanacetifolia,,,,,,
267,2,,3,3,5,shade,Phacelia tanacetifolia,,,,,,
268,2,,4,1,5,shade,Phacelia tanacetifolia,,0,,,,
268,2,,4,2,5,shade,Phacelia tanacetifolia,,,,,,
268,2,,4,3,5,shade,Phacelia tanacetifolia,,,,,,
269,2,,5,1,5,shade,Phacelia tanacetifolia,,0,,,,
269,2,,5,2,5,shade,Phacelia tanacetifolia,,,,,,
269,2,,5,3,5,shade,Phacelia tanacetifolia,,,,,,
270,2,,6,1,5,shade,Phacelia tanacetifolia,,0,,,,
270,2,,6,2,5,shade,Phacelia tanacetifolia,,,,,,
270,2,,6,3,5,shade,Phacelia tanacetifolia,,,,,,
271,2,,7,1,5,shade,Phacelia tanacetifolia,,0,,,,
271,2,,7,2,5,shade,Phacelia tanacetifolia,,,,,,
271,2,,7,3,5,shade,Phacelia tanacetifolia,,,,,,
272,2,,8,1,5,shade,Phacelia tanacetifolia,,0,,,,
272,2,,8,2,5,shade,Phacelia tanacetifolia,,,,,,
272,2,,8,3,5,shade,Phacelia tanacetifolia,,,,,,
273,2,,9,1,5,shade,Phacelia tanacetifolia,,0,,,,
273,2,,9,2,5,shade,Phacelia tanacetifolia,,,,,,
273,2,,9,3,5,shade,Phacelia tanacetifolia,,,,,,
274,2,,10,1,5,shade,Phacelia tanacetifolia,,1,94,7,,
274,2,,10,2,5,shade,Phacelia tanacetifolia,,,,,,
274,2,,10,3,5,shade,Phacelia tanacetifolia,,,,,,
275,2,,11,1,5,shade,Phacelia tanacetifolia,,0,,,,
275,2,,11,2,5,shade,Phacelia tanacetifolia,,,,,,
275,2,,11,3,5,shade,Phacelia tanacetifolia,,,,,,
276,2,,12,1,5,shade,Phacelia tanacetifolia,,0,,,,
276,2,,12,2,5,shade,Phacelia tanacetifolia,,,,,,
276,2,,12,3,5,shade,Phacelia tanacetifolia,,,,,,
277,2,,1,1,10,shade,Phacelia tanacetifolia,,,,,,
277,2,,1,2,10,shade,Phacelia tanacetifolia,,,,,,
277,2,,1,3,10,shade,Phacelia tanacetifolia,,,,,,
278,2,,2,1,10,shade,Phacelia tanacetifolia,,0,,,,
278,2,,2,2,10,shade,Phacelia tanacetifolia,,,,,,
278,2,,2,3,10,shade,Phacelia tanacetifolia,,,,,,
279,2,,3,1,10,shade,Phacelia tanacetifolia,,1,113,8,,
279,2,,3,2,10,shade,Phacelia tanacetifolia,,,,,,
279,2,,3,3,10,shade,Phacelia tanacetifolia,,,,,,
280,2,,4,1,10,shade,Phacelia tanacetifolia,,0,,,,
280,2,,4,2,10,shade,Phacelia tanacetifolia,,,,,,
280,2,,4,3,10,shade,Phacelia tanacetifolia,,,,,,
281,2,,5,1,10,shade,Phacelia tanacetifolia,,1,184,11,,
281,2,,5,2,10,shade,Phacelia tanacetifolia,,,,,,
281,2,,5,3,10,shade,Phacelia tanacetifolia,,,,,,
282,2,,6,1,10,shade,Phacelia tanacetifolia,,,,,,
282,2,,6,2,10,shade,Phacelia tanacetifolia,,,,,,
282,2,,6,3,10,shade,Phacelia tanacetifolia,,,,,,
283,2,,7,1,10,shade,Phacelia tanacetifolia,,1,110,2,,
283,2,,7,2,10,shade,Phacelia tanacetifolia,,,,,,
283,2,,7,3,10,shade,Phacelia tanacetifolia,,,,,,
284,2,,8,1,10,shade,Phacelia tanacetifolia,,0,,,,
284,2,,8,2,10,shade,Phacelia tanacetifolia,,,,,,
284,2,,8,3,10,shade,Phacelia tanacetifolia,,,,,,
285,2,,9,1,10,shade,Phacelia tanacetifolia,,0,,,,
285,2,,9,2,10,shade,Phacelia tanacetifolia,,,,,,
285,2,,9,3,10,shade,Phacelia tanacetifolia,,,,,,
286,2,,10,1,10,shade,Phacelia tanacetifolia,,,,,,
286,2,,10,2,10,shade,Phacelia tanacetifolia,,,,,,
286,2,,10,3,10,shade,Phacelia tanacetifolia,,,,,,
287,2,,11,1,10,shade,Phacelia tanacetifolia,,,,,,
287,2,,11,2,10,shade,Phacelia tanacetifolia,,,,,,
287,2,,11,3,10,shade,Phacelia tanacetifolia,,,,,,
288,2,,12,1,10,shade,Phacelia tanacetifolia,,1,123,4,,
288,2,,12,2,10,shade,Phacelia tanacetifolia,,1,0,0,dead,
288,2,,12,3,10,shade,Phacelia tanacetifolia,,1,0,0,dead,
289,2,,1,1,20,shade,Phacelia tanacetifolia,,3,0,0,dead,
289,2,,1,2,20,shade,Phacelia tanacetifolia,,3,142,7,,
289,2,,1,3,20,shade,Phacelia tanacetifolia,,3,179,6,,
290,2,,2,1,20,shade,Phacelia tanacetifolia,,1,243,6,,
290,2,,2,2,20,shade,Phacelia tanacetifolia,,,,,,
290,2,,2,3,20,shade,Phacelia tanacetifolia,,,,,,
291,2,,3,1,20,shade,Phacelia tanacetifolia,,2,145,12,,
291,2,,3,2,20,shade,Phacelia tanacetifolia,,2,121,6,,
291,2,,3,3,20,shade,Phacelia tanacetifolia,,,,,,
292,2,,4,1,20,shade,Phacelia tanacetifolia,,3,143,9,,
292,2,,4,2,20,shade,Phacelia tanacetifolia,,3,115,6,,
292,2,,4,3,20,shade,Phacelia tanacetifolia,,3,59,5,,
293,2,,5,1,20,shade,Phacelia tanacetifolia,,3,66,4,,
293,2,,5,2,20,shade,Phacelia tanacetifolia,,3,89,4,,
293,2,,5,3,20,shade,Phacelia tanacetifolia,,3,124,4,,
294,2,,6,1,20,shade,Phacelia tanacetifolia,,3,76,7,,
294,2,,6,2,20,shade,Phacelia tanacetifolia,,3,134,7,,
294,2,,6,3,20,shade,Phacelia tanacetifolia,,3,0,0,dead,
295,2,,7,1,20,shade,Phacelia tanacetifolia,,0,,,,
295,2,,7,2,20,shade,Phacelia tanacetifolia,,,,,,
295,2,,7,3,20,shade,Phacelia tanacetifolia,,,,,,
296,2,,8,1,20,shade,Phacelia tanacetifolia,,2,0,0,dead,
296,2,,8,2,20,shade,Phacelia tanacetifolia,,2,145,6,,
296,2,,8,3,20,shade,Phacelia tanacetifolia,,,,,,
297,2,,9,1,20,shade,Phacelia tanacetifolia,,3,96,4,,
297,2,,9,2,20,shade,Phacelia tanacetifolia,,3,126,8,,
297,2,,9,3,20,shade,Phacelia tanacetifolia,,3,84,3,,
298,2,,10,1,20,shade,Phacelia tanacetifolia,,4,92,4,,
298,2,,10,2,20,shade,Phacelia tanacetifolia,,4,98,6,,
298,2,,10,3,20,shade,Phacelia tanacetifolia,,4,111,6,,
299,2,,11,1,20,shade,Phacelia tanacetifolia,,0,,,,
299,2,,11,2,20,shade,Phacelia tanacetifolia,,,,,,
299,2,,11,3,20,shade,Phacelia tanacetifolia,,,,,,
300,2,,12,1,20,shade,Phacelia tanacetifolia,,0,,,,
300,2,,12,2,20,shade,Phacelia tanacetifolia,,,,,,
300,2,,12,3,20,shade,Phacelia tanacetifolia,,,,,,
301,2,,1,1,1,shade,Plantago insularis,,1,159,8,,
302,2,,2,1,1,shade,Plantago insularis,,0,,,,
303,2,,3,1,1,shade,Plantago insularis,,1,128,7,,
304,2,,4,1,1,shade,Plantago insularis,,1,114,7,,
305,2,,5,1,1,shade,Plantago insularis,,1,59,7,,
306,2,,6,1,1,shade,Plantago insularis,,1,69,5,,
307,2,,7,1,1,shade,Plantago insularis,,1,44,6,,
308,2,,8,1,1,shade,Plantago insularis,,0,,,,
309,2,,9,1,1,shade,Plantago insularis,,1,40,4,,
310,2,,10,1,1,shade,Plantago insularis,,1,76,7,,
311,2,,11,1,1,shade,Plantago insularis,,0,,,,
312,2,,12,1,1,shade,Plantago insularis,,0,,,,
313,2,,1,1,2,shade,Plantago insularis,,1,49,6,,
313,2,,1,2,2,shade,Plantago insularis,,,,,,
314,2,,2,1,2,shade,Plantago insularis,,2,42,5,,
314,2,,2,2,2,shade,Plantago insularis,,2,26,2,,
315,2,,3,1,2,shade,Plantago insularis,,1,83,3,,
315,2,,3,2,2,shade,Plantago insularis,,,,,,
316,2,,4,1,2,shade,Plantago insularis,,2,96,8,,
316,2,,4,2,2,shade,Plantago insularis,,2,66,8,,
317,2,,5,1,2,shade,Plantago insularis,,2,81,6,,
317,2,,5,2,2,shade,Plantago insularis,,2,111,7,,
318,2,,6,1,2,shade,Plantago insularis,,2,146,6,,
318,2,,6,2,2,shade,Plantago insularis,,2,101,7,,
319,2,,7,1,2,shade,Plantago insularis,,1,43,5,,
319,2,,7,2,2,shade,Plantago insularis,,,,,,
320,2,,8,1,2,shade,Plantago insularis,,2,98,8,,
320,2,,8,2,2,shade,Plantago insularis,,2,106,8,,
321,2,,9,1,2,shade,Plantago insularis,,2,84,8,,
321,2,,9,2,2,shade,Plantago insularis,,2,83,8,,
322,2,,10,1,2,shade,Plantago insularis,,0,,,,
322,2,,10,2,2,shade,Plantago insularis,,,,,,
323,2,,11,1,2,shade,Plantago insularis,,1,141,7,,
323,2,,11,2,2,shade,Plantago insularis,,,,,,
324,2,,12,1,2,shade,Plantago insularis,,2,126,6,,
324,2,,12,2,2,shade,Plantago insularis,,2,121,6,,
325,2,,1,1,5,shade,Plantago insularis,,4,96,7,,
325,2,,1,2,5,shade,Plantago insularis,,4,39,4,,
325,2,,1,3,5,shade,Plantago insularis,,4,36,4,,
326,2,,2,1,5,shade,Plantago insularis,,1,0,0,dead,
326,2,,2,2,5,shade,Plantago insularis,,1,0,0,dead,
326,2,,2,3,5,shade,Plantago insularis,,1,94,5,,
327,2,,3,1,5,shade,Plantago insularis,,4,69,6,,
327,2,,3,2,5,shade,Plantago insularis,,4,79,7,,
327,2,,3,3,5,shade,Plantago insularis,,4,35,4,,
328,2,,4,1,5,shade,Plantago insularis,,5,49,5,,
328,2,,4,2,5,shade,Plantago insularis,,5,143,8,,
328,2,,4,3,5,shade,Plantago insularis,,5,104,6,,
329,2,,5,1,5,shade,Plantago insularis,,5,76,7,,
329,2,,5,2,5,shade,Plantago insularis,,5,73,7,,
329,2,,5,3,5,shade,Plantago insularis,,5,66,5,,
330,2,,6,1,5,shade,Plantago insularis,,5,116,6,,
330,2,,6,2,5,shade,Plantago insularis,,5,129,7,,
330,2,,6,3,5,shade,Plantago insularis,,5,131,5,,
331,2,,7,1,5,shade,Plantago insularis,,5,91,5,,
331,2,,7,2,5,shade,Plantago insularis,,5,114,8,,
331,2,,7,3,5,shade,Plantago insularis,,5,46,6,,
332,2,,8,1,5,shade,Plantago insularis,,2,4,5,,
332,2,,8,2,5,shade,Plantago insularis,,2,31,4,,
332,2,,8,3,5,shade,Plantago insularis,,,,,,
333,2,,9,1,5,shade,Plantago insularis,,,,,,
333,2,,9,2,5,shade,Plantago insularis,,,,,,
333,2,,9,3,5,shade,Plantago insularis,,,,,,
334,2,,10,1,5,shade,Plantago insularis,,0,,,,
334,2,,10,2,5,shade,Plantago insularis,,,,,,
334,2,,10,3,5,shade,Plantago insularis,,,,,,
335,2,,11,1,5,shade,Plantago insularis,,2,84,5,,
335,2,,11,2,5,shade,Plantago insularis,,2,86,7,,
335,2,,11,3,5,shade,Plantago insularis,,,,,,
336,2,,12,1,5,shade,Plantago insularis,,3,125,8,,
336,2,,12,2,5,shade,Plantago insularis,,3,94,6,,
336,2,,12,3,5,shade,Plantago insularis,,3,130,9,,
337,2,,1,1,10,shade,Plantago insularis,,7,106,7,,
337,2,,1,2,10,shade,Plantago insularis,,7,127,7,,
337,2,,1,3,10,shade,Plantago insularis,,7,81,5,,
338,2,,2,1,10,shade,Plantago insularis,,1,0,0,dead,
338,2,,2,2,10,shade,Plantago insularis,,1,22,4,,
338,2,,2,3,10,shade,Plantago insularis,,1,0,0,dead,
339,2,,3,1,10,shade,Plantago insularis,,8,56,6,,
339,2,,3,2,10,shade,Plantago insularis,,8,142,6,,
339,2,,3,3,10,shade,Plantago insularis,,8,46,6,,
340,2,,4,1,10,shade,Plantago insularis,,10,106,6,,
340,2,,4,2,10,shade,Plantago insularis,,10,133,8,,
340,2,,4,3,10,shade,Plantago insularis,,10,120,9,,
341,2,,5,1,10,shade,Plantago insularis,,1,0,0,dead,
341,2,,5,2,10,shade,Plantago insularis,,1,31,4,,
341,2,,5,3,10,shade,Plantago insularis,,,,,,
342,2,,6,1,10,shade,Plantago insularis,,7,46,5,,
342,2,,6,2,10,shade,Plantago insularis,,7,103,7,,
342,2,,6,3,10,shade,Plantago insularis,,7,56,6,,
343,2,,7,1,10,shade,Plantago insularis,,7,46,14,,
343,2,,7,2,10,shade,Plantago insularis,,7,47,90,,
343,2,,7,3,10,shade,Plantago insularis,,7,87,5,,
344,2,,8,1,10,shade,Plantago insularis,,0,,,,
344,2,,8,2,10,shade,Plantago insularis,,,,,,
344,2,,8,3,10,shade,Plantago insularis,,,,,,
345,2,,9,1,10,shade,Plantago insularis,,9,61,6,,
345,2,,9,2,10,shade,Plantago insularis,,9,79,5,,
345,2,,9,3,10,shade,Plantago insularis,,9,85,7,,
346,2,,10,1,10,shade,Plantago insularis,,8,96,7,,
346,2,,10,2,10,shade,Plantago insularis,,8,134,7,,
346,2,,10,3,10,shade,Plantago insularis,,8,144,9,,
347,2,,11,1,10,shade,Plantago insularis,,8,116,8,,
347,2,,11,2,10,shade,Plantago insularis,,8,86,7,,
347,2,,11,3,10,shade,Plantago insularis,,8,122,6,,
348,2,,12,1,10,shade,Plantago insularis,,9,116,7,,
348,2,,12,2,10,shade,Plantago insularis,,9,96,8,,
348,2,,12,3,10,shade,Plantago insularis,,9,128,8,,
349,2,,1,1,20,shade,Plantago insularis,,14,52,4,,
349,2,,1,2,20,shade,Plantago insularis,,14,36,4,,
349,2,,1,3,20,shade,Plantago insularis,,14,48,4,,
350,2,,2,1,20,shade,Plantago insularis,,15,51,4,,
350,2,,2,2,20,shade,Plantago insularis,,15,53,4,,
350,2,,2,3,20,shade,Plantago insularis,,15,25,4,,
351,2,,3,1,20,shade,Plantago insularis,,12,50,4,,
351,2,,3,2,20,shade,Plantago insularis,,12,44,3,,
351,2,,3,3,20,shade,Plantago insularis,,12,45,3,,
352,2,,4,1,20,shade,Plantago insularis,,16,45,4,,
352,2,,4,2,20,shade,Plantago insularis,,16,46,4,,
352,2,,4,3,20,shade,Plantago insularis,,16,49,4,,
353,2,,5,1,20,shade,Plantago insularis,,14,56,6,,
353,2,,5,2,20,shade,Plantago insularis,,14,55,4,,
353,2,,5,3,20,shade,Plantago insularis,,14,49,4,,
354,2,,6,1,20,shade,Plantago insularis,,0,,,,
354,2,,6,2,20,shade,Plantago insularis,,,,,,
354,2,,6,3,20,shade,Plantago insularis,,,,,,
355,2,,7,1,20,shade,Plantago insularis,,16,59,4,,
355,2,,7,2,20,shade,Plantago insularis,,16,41,4,,
355,2,,7,3,20,shade,Plantago insularis,,16,59,4,,
356,2,,8,1,20,shade,Plantago insularis,,16,56,4,,
356,2,,8,2,20,shade,Plantago insularis,,16,54,4,,
356,2,,8,3,20,shade,Plantago insularis,,16,56,4,,
357,2,,9,1,20,shade,Plantago insularis,,17,46,4,,
357,2,,9,2,20,shade,Plantago insularis,,17,55,2,,
357,2,,9,3,20,shade,Plantago insularis,,17,56,4,,
358,2,,10,1,20,shade,Plantago insularis,,7,39,3,,
358,2,,10,2,20,shade,Plantago insularis,,7,38,2,,
358,2,,10,3,20,shade,Plantago insularis,,7,31,2,,
359,2,,11,1,20,shade,Plantago insularis,,10,49,4,,
359,2,,11,2,20,shade,Plantago insularis,,10,41,4,,
359,2,,11,3,20,shade,Plantago insularis,,10,44,4,,
360,2,,12,1,20,shade,Plantago insularis,,15,9,3,,
360,2,,12,2,20,shade,Plantago insularis,,15,40,4,,
360,2,,12,3,20,shade,Plantago insularis,,15,64,4,,
1,3,,1,1,1,noshade,Salvia colombriae,,,,,,
2,3,,2,1,1,noshade,Salvia colombriae,,,,,,
3,3,,3,1,1,noshade,Salvia colombriae,,,,,,
4,3,,4,1,1,noshade,Salvia colombriae,,,,,,
5,3,,5,1,1,noshade,Salvia colombriae,,,,,,
6,3,,6,1,1,noshade,Salvia colombriae,,,,,,
7,3,,7,1,1,noshade,Salvia colombriae,,,,,,
8,3,,8,1,1,noshade,Salvia colombriae,,,,,,
9,3,,9,1,1,noshade,Salvia colombriae,,,,,,
10,3,,10,1,1,noshade,Salvia colombriae,,,,,,
11,3,,11,1,1,noshade,Salvia colombriae,,,,,,
12,3,,12,1,1,noshade,Salvia colombriae,,,,,,
13,3,,1,1,2,noshade,Salvia colombriae,,,,,,
13,3,,1,2,2,noshade,Salvia colombriae,,,,,,
14,3,,2,1,2,noshade,Salvia colombriae,,,,,,
14,3,,2,2,2,noshade,Salvia colombriae,,,,,,
15,3,,3,1,2,noshade,Salvia colombriae,,,,,,
15,3,,3,2,2,noshade,Salvia colombriae,,,,,,
16,3,,4,1,2,noshade,Salvia colombriae,,,,,,
16,3,,4,2,2,noshade,Salvia colombriae,,,,,,
17,3,,5,1,2,noshade,Salvia colombriae,,,,,,
17,3,,5,2,2,noshade,Salvia colombriae,,,,,,
18,3,,6,1,2,noshade,Salvia colombriae,,,,,,
18,3,,6,2,2,noshade,Salvia colombriae,,,,,,
19,3,,7,1,2,noshade,Salvia colombriae,,,,,,
19,3,,7,2,2,noshade,Salvia colombriae,,,,,,
20,3,,8,1,2,noshade,Salvia colombriae,,,,,,
20,3,,8,2,2,noshade,Salvia colombriae,,,,,,
21,3,,9,1,2,noshade,Salvia colombriae,,,,,,
21,3,,9,2,2,noshade,Salvia colombriae,,,,,,
22,3,,10,1,2,noshade,Salvia colombriae,,,,,,
22,3,,10,2,2,noshade,Salvia colombriae,,,,,,
23,3,,11,1,2,noshade,Salvia colombriae,,,,,,
23,3,,11,2,2,noshade,Salvia colombriae,,,,,,
24,3,,12,1,2,noshade,Salvia colombriae,,,,,,
24,3,,12,2,2,noshade,Salvia colombriae,,,,,,
25,3,,1,1,5,noshade,Salvia colombriae,,,,,,
25,3,,1,2,5,noshade,Salvia colombriae,,,,,,
25,3,,1,3,5,noshade,Salvia colombriae,,,,,,
26,3,,2,1,5,noshade,Salvia colombriae,,,,,,
26,3,,2,2,5,noshade,Salvia colombriae,,,,,,
26,3,,2,3,5,noshade,Salvia colombriae,,,,,,
27,3,,3,1,5,noshade,Salvia colombriae,,,,,,
27,3,,3,2,5,noshade,Salvia colombriae,,,,,,
27,3,,3,3,5,noshade,Salvia colombriae,,,,,,
28,3,,4,1,5,noshade,Salvia colombriae,,,,,,
28,3,,4,2,5,noshade,Salvia colombriae,,,,,,
28,3,,4,3,5,noshade,Salvia colombriae,,,,,,
29,3,,5,1,5,noshade,Salvia colombriae,,,,,,
29,3,,5,2,5,noshade,Salvia colombriae,,,,,,
29,3,,5,3,5,noshade,Salvia colombriae,,,,,,
30,3,,6,1,5,noshade,Salvia colombriae,,,,,,
30,3,,6,2,5,noshade,Salvia colombriae,,,,,,
30,3,,6,3,5,noshade,Salvia colombriae,,,,,,
31,3,,7,1,5,noshade,Salvia colombriae,,,,,,
31,3,,7,2,5,noshade,Salvia colombriae,,,,,,
31,3,,7,3,5,noshade,Salvia colombriae,,,,,,
32,3,,8,1,5,noshade,Salvia colombriae,,,,,,
32,3,,8,2,5,noshade,Salvia colombriae,,,,,,
32,3,,8,3,5,noshade,Salvia colombriae,,,,,,
33,3,,9,1,5,noshade,Salvia colombriae,,,,,,
33,3,,9,2,5,noshade,Salvia colombriae,,,,,,
33,3,,9,3,5,noshade,Salvia colombriae,,,,,,
34,3,,10,1,5,noshade,Salvia colombriae,,,,,,
34,3,,10,2,5,noshade,Salvia colombriae,,,,,,
34,3,,10,3,5,noshade,Salvia colombriae,,,,,,
35,3,,11,1,5,noshade,Salvia colombriae,,,,,,
35,3,,11,2,5,noshade,Salvia colombriae,,,,,,
35,3,,11,3,5,noshade,Salvia colombriae,,,,,,
36,3,,12,1,5,noshade,Salvia colombriae,,,,,,
36,3,,12,2,5,noshade,Salvia colombriae,,,,,,
36,3,,12,3,5,noshade,Salvia colombriae,,,,,,
37,3,,1,1,10,noshade,Salvia colombriae,,,,,,
37,3,,1,2,10,noshade,Salvia colombriae,,,,,,
37,3,,1,3,10,noshade,Salvia colombriae,,,,,,
38,3,,2,1,10,noshade,Salvia colombriae,,,,,,
