pot.label,census,calendar.date,rep,within.rep,density,treatment,species,researcher.inititals,number.of.plants,height.cm,number.of.leaves,final.mass.above,final.mass.below
233,1,,5,1,20,shade,Salvia colombriae,,5,,,,
233,1,,5,2,20,shade,Salvia colombriae,,5,,,,
233,1,,5,3,20,shade,Salvia colombriae,,5,,,,
234,1,,6,1,20,shade,Salvia colombriae,,8,10,2,,
234,1,,6,2,20,shade,Salvia colombriae,,8,23,2,,
234,1,,6,3,20,shade,Salvia colombriae,,8,24,2,,
235,1,,7,1,20,shade,Salvia colombriae,,7,22,2,,
235,1,,7,2,20,shade,Salvia colombriae,,7,41,2,,
235,1,,7,3,20,shade,Salvia colombriae,,7,17,4,,
236,1,,8,1,20,shade,Salvia colombriae,,8,37,2,,
236,1,,8,2,20,shade,Salvia colombriae,,8,42,2,,
236,1,,8,3,20,shade,Salvia colombriae,,8,39,2,,
237,1,,9,1,20,shade,Salvia colombriae,,3,,,,
237,1,,9,2,20,shade,Salvia colombriae,,3,,,,
237,1,,9,3,20,shade,Salvia colombriae,,3,,,,
238,1,,10,1,20,shade,Salvia colombriae,,11,29,4,,
238,1,,10,2,20,shade,Salvia colombriae,,11,18,2,,
238,1,,10,3,20,shade,Salvia colombriae,,11,19,2,,
239,1,,11,1,20,shade,Salvia colombriae,,7,8,2,,
239,1,,11,2,20,shade,Salvia colombriae,,7,24,2,,
239,1,,11,3,20,shade,Salvia colombriae,,7,9,2,,
240,1,,12,1,20,shade,Salvia colombriae,,,,,,
240,1,,12,2,20,shade,Salvia colombriae,,,,,,
240,1,,12,3,20,shade,Salvia colombriae,,,,,,
241,1,,1,1,1,shade,Phacelia tanacetifolia,,0,,,,
242,1,,2,1,1,shade,Phacelia tanacetifolia,,0,,,,
243,1,,3,1,1,shade,Phacelia tanacetifolia,,1,55,2,,
244,1,,4,1,1,shade,Phacelia tanacetifolia,,0,,,,
245,1,,5,1,1,shade,Phacelia tanacetifolia,,1,80,4,,
246,1,,6,1,1,shade,Phacelia tanacetifolia,,2,95,2,,
246,1,,6,1,1,shade,Phacelia tanacetifolia,,2,125,2,,
247,1,,7,1,1,shade,Phacelia tanacetifolia,,0,,,,
248,1,,8,1,1,shade,Phacelia tanacetifolia,,0,,,,
249,1,,9,1,1,shade,Phacelia tanacetifolia,,1,71,2,,
250,1,,10,1,1,shade,Phacelia tanacetifolia,,0,,,,
251,1,,11,1,1,shade,Phacelia tanacetifolia,,0,,,,
252,1,,12,1,1,shade,Phacelia tanacetifolia,,0,,,,
253,1,,1,1,2,shade,Phacelia tanacetifolia,,1,111,2,,
253,1,,1,2,2,shade,Phacelia tanacetifolia,,,,,,
254,1,,2,1,2,shade,Phacelia tanacetifolia,,1,110,2,,
254,1,,2,2,2,shade,Phacelia tanacetifolia,,,,,,
255,1,,3,1,2,shade,Phacelia tanacetifolia,,0,,,,
255,1,,3,2,2,shade,Phacelia tanacetifolia,,,,,,
256,1,,4,1,2,shade,Phacelia tanacetifolia,,2,82,2,,
256,1,,4,2,2,shade,Phacelia tanacetifolia,,2,54,0,,
257,1,,5,1,2,shade,Phacelia tanacetifolia,,0,,,,
257,1,,5,2,2,shade,Phacelia tanacetifolia,,,,,,
258,1,,6,1,2,shade,Phacelia tanacetifolia,,0,,,,
258,1,,6,2,2,shade,Phacelia tanacetifolia,,,,,,
259,1,,7,1,2,shade,Phacelia tanacetifolia,,0,,,,
259,1,,7,2,2,shade,Phacelia tanacetifolia,,,,,,
260,1,,8,1,2,shade,Phacelia tanacetifolia,,0,,,,
260,1,,8,2,2,shade,Phacelia tanacetifolia,,,,,,
261,1,,9,1,2,shade,Phacelia tanacetifolia,,,,,,
261,1,,9,2,2,shade,Phacelia tanacetifolia,,,,,,
262,1,,10,1,2,shade,Phacelia tanacetifolia,,1,30,2,,
262,1,,10,2,2,shade,Phacelia tanacetifolia,,,,,,
263,1,,11,1,2,shade,Phacelia tanacetifolia,,0,,,,
263,1,,11,2,2,shade,Phacelia tanacetifolia,,,,,,
264,1,,12,1,2,shade,Phacelia tanacetifolia,,0,,,,
264,1,,12,2,2,shade,Phacelia tanacetifolia,,,,,,
265,1,,1,1,5,shade,Phacelia tanacetifolia,,1,70,4,,
265,1,,1,2,5,shade,Phacelia tanacetifolia,,,,,,
265,1,,1,3,5,shade,Phacelia tanacetifolia,,,,,,
266,1,,2,1,5,shade,Phacelia tanacetifolia,,,,,,
266,1,,2,2,5,shade,Phacelia tanacetifolia,,,,,,
266,1,,2,3,5,shade,Phacelia tanacetifolia,,,,,,
267,1,,3,1,5,shade,Phacelia tanacetifolia,,,,,,
267,1,,3,2,5,shade,Phacelia tanacetifolia,,,,,,
267,1,,3,3,5,shade,Phacelia tanacetifolia,,,,,,
268,1,,4,1,5,shade,Phacelia tanacetifolia,,1,90,2,dead/dying,
268,1,,4,2,5,shade,Phacelia tanacetifolia,,,,,,
268,1,,4,3,5,shade,Phacelia tanacetifolia,,,,,,
269,1,,5,1,5,shade,Phacelia tanacetifolia,,1,,,germinating,
269,1,,5,2,5,shade,Phacelia tanacetifolia,,,,,,
269,1,,5,3,5,shade,Phacelia tanacetifolia,,,,,,
270,1,,6,1,5,shade,Phacelia tanacetifolia,,0,,,,
270,1,,6,2,5,shade,Phacelia tanacetifolia,,,,,,
270,1,,6,3,5,shade,Phacelia tanacetifolia,,,,,,
271,1,,7,1,5,shade,Phacelia tanacetifolia,,1,,,dead,
271,1,,7,2,5,shade,Phacelia tanacetifolia,,,,,,
271,1,,7,3,5,shade,Phacelia tanacetifolia,,,,,,
272,1,,8,1,5,shade,Phacelia tanacetifolia,,1,89,2,,
272,1,,8,2,5,shade,Phacelia tanacetifolia,,,,,,
272,1,,8,3,5,shade,Phacelia tanacetifolia,,,,,,
273,1,,9,1,5,shade,Phacelia tanacetifolia,,1,49,1,,
273,1,,9,2,5,shade,Phacelia tanacetifolia,,,,,,
273,1,,9,3,5,shade,Phacelia tanacetifolia,,,,,,
274,1,,10,1,5,shade,Phacelia tanacetifolia,,1,93,4,,
274,1,,10,2,5,shade,Phacelia tanacetifolia,,,,,,
274,1,,10,3,5,shade,Phacelia tanacetifolia,,,,,,
275,1,,11,1,5,shade,Phacelia tanacetifolia,,0,,,,
275,1,,11,2,5,shade,Phacelia tanacetifolia,,,,,,
275,1,,11,3,5,shade,Phacelia tanacetifolia,,,,,,
276,1,,12,1,5,shade,Phacelia tanacetifolia,,0,,,,
276,1,,12,2,5,shade,Phacelia tanacetifolia,,,,,,
